101,Rok,Cislo,Strana
001609134,1919,93,2
001609136,1933,110,7
001609137,1919,89,3
001609143,1934,595,9
001609145,1938,603,9
001609152,1944,107,2
001609153,1944,170,3
001609156,1944,180,9
001609158,1941,625,9
001609161,1947,300,3
001609206,1946,341,9
001609207,1939,381,9
001609208,1946,107,7
001609209,1946,528,6
001609211,1946,378,7
001609212,1946,354,5
001609213,1946,346,7
001609215,1950,554,4
001609229,1924,141,NaN
001609234,1936,546,9
001609236,1951,309,4
001609258,1943,129,9
001609283,1942,389,7
001609288,1938,421,7
001609290,1949,114,7
001609390,1947,305,7
001609535,1926,247,3
001609547,1946,607,7
001609566,1947,303,3
001609749,1939,407,9
001609946,1918,52,1
001609994,1935,412,7
001609995,1935,76,9
001610002,1945,222,2
001610003,1943,224,9
001610004,1937,187,7
001610007,1943,640,7
001610051,1945,77,7
001610052,1943,652,2
001610059,1941,591,5
001610060,1941,386,1
001610061,1941,593,4
001610062,1941,327,7
001610063,1941,485,9
001610064,1941,592,3
001610065,1941,583,3
001610066,1941,591,5
001610067,1941,593,7
001610068,1941,215,4
001610069,1941,589,3
001610080,1948,541,7
001610084,1939,494,2
001610086,1946,616,7
001610124,1946,222,7
001610130,1935,48,7
001610131,1939,494,2
001610133,1939,499,2
001610138,1939,192,2
001610144,1935,216,7
001610154,1946,254,7
001610155,1946,297,7
001610156,1946,294,9
001610169,1943,113,10
001610176,1929,4,9
001610177,1929,592,7
001610178,1943,57,4
001610179,1941,83,7
001610180,1947,159,7
001610186,1938,396,9
001610187,1933,92,2
001610189,1928,185,9
001610190,1928,68,9
001610197,1944,223,6
001610198,1938,157,4
001610200,1936,658,3
001610201,1936,37,9
001610202,1936,74,4
001610206,1936,89,7
001610207,1936,368,5
001610208,1936,419,2
001610210,1928,427,3
001610213,1934,220,7
001610214,1947,239,2
001610215,1944,624,7
001610240,1935,618,10
001610241,1935,601,7
001610266,1947,551,7
001610340,1939,44,9
001610341,1939,135,10
001610342,1939,247,9
001610380,1948,482,9
001610508,1936,412,9
001610517,1947,267,4
001610541,1938,523,9
001610547,1902,260,3
001610549,1936,615,7
001610600,1945,534,9
001610601,1945,547,9
001610602,1945,617,7
001610603,1945,557,7
001610614,1944,599,10
001610669,1947,262,2
001610685,1940,638,3
001610697,1935,342,7
001610719,1949,508,3
001610723,1941,591,1
001610734,1949,417,3
001610736,1936,621,3
001610798,1939,342,9
001610799,1939,546,10
001610800,1948,189,4
001610801,1948,275,3
001610802,1948,238,3
001610803,1941,156,1
001610804,1948,158,7
001610848,1938,353,7
001610874,1952,184,3
001610875,1952,235,4
001610876,1952,142,4
001610877,1952,147,3
001610878,1952,210,4
001611076,1944,615,9
001611078,1945,547,10
001611079,1945,614,7
001611080,1945,611,9
001611081,1945,547,7
001611082,1945,442,7
001611083,1945,652,7
001611084,1945,547,7
001611085,1945,508,9
001611086,1945,513,5
001611087,1945,491,4
001611088,1945,623,7
001611089,1945,584,2
001611090,1945,650,7
001611091,1945,647,10
001611092,1945,545,9
001611093,1945,572,9
001611094,1945,570,7
001611095,1945,617,7
001611096,1945,612,1
001611097,1945,596,7
001611227,1950,617,2
001611228,1950,597,2
001611229,1950,588,4
001611230,1950,588,4
001611231,1950,577,2
001611232,1950,548,3
001611233,1950,533,2
001611234,1950,531,2
001611235,1950,531,2
001611236,1950,526,4
001611237,1950,526,4
001611238,1950,509,2
001611239,1950,509,2
001611240,1950,502,2
001611241,1950,482,4
001611242,1950,467,2
001611243,1950,454,5
001611244,1950,428,2
001611245,1950,415,2
001611246,1950,379,4
001611247,1950,374,4
001611248,1950,361,4
001611249,1950,361,4
001611250,1950,351,3
001611251,1950,350,5
001611252,1950,337,5
001611253,1950,311,2
001611254,1950,288,4
001611255,1950,190,6
001611256,1950,283,4
001611257,1950,256,2
001611258,1950,174,2
001611259,1919,236,2
001611260,1919,190,2
001611261,1919,192,2
001611263,1919,194,3
001611264,1950,119,2
001611265,1950,110,3
001611266,1950,100,2
001611267,1950,47,7
001611268,1950,34,7
001611269,1950,22,2
001611270,1950,170,6
001611271,1950,170,6
001611272,1950,165,2
001611273,1950,144,3
001611274,1950,134,2
001611275,1950,124,2
001611276,1950,18,7
001611277,1950,17,2
001611278,1950,15,2
001611279,1950,15,2
001611280,1950,7,2
001611281,1950,4,4
001611282,1950,1,3
001611373,1944,476,9
001611418,1915,119,2
001611472,1917,340,1
001611474,1939,651,9
001611481,1935,582,1
001611486,1936,234,7
001611720,1936,339,11
001611721,1936,345,7
001611722,1936,294,1
001611723,1936,281,9
001611724,1936,362,2
001611734,1928,403,1
001611778,1919,189,1
001611781,1919,175,2
001611782,1919,189,2
001611792,1941,6,9
001611793,1941,159,9
001611798,1941,477,22
001611800,1943,391,2
001611801,1943,10,6
001611802,1945,190,10
001611804,1947,524,7
001611805,1947,191,2
001611806,1902,151,2
001611807,1901,124,2
001612002,1947,318,7
001612003,1902,136,2
001612004,1902,276,2
001612005,1947,610,5
001612006,1902,272,2
001612007,1902,271,2
001612008,1902,270,2
001612009,1902,267,2
001612010,1902,266,2
001612011,1947,271,7
001612012,1947,496,7
001612013,1947,619,10
001612014,1947,479,7
001612015,1902,281,2
001612016,1947,624,7
001612017,1902,279,2
001612018,1902,279,2
001612023,1942,556,3
001612033,1939,420,9
001612034,1948,42,5
001612036,1939,586,2
001612135,1938,40,5
001612194,1938,148,9
001612195,1938,374,2
001612375,1944,600,4
001612413,1943,335,5
001612425,1947,496,7
001612427,1939,225,9
001612434,1936,403,9
001612436,1951,196,5
001612437,1952,51,3
001612438,1952,336,4
001612452,1938,83,1
001612467,1947,440,3
001612468,1947,440,9
001612471,1938,172,3
001612472,1936,78,5
001612668,1948,5,7
001612670,1945,153,9
001612673,1948,160,7
001612674,1946,279,7
001612675,1938,385,9
001612676,1929,127,9
001612679,1943,44,7
001612680,1934,331,7
001612681,1943,59,9
001612682,1943,133,9
001612685,1947,39,9
001612686,1902,25,3
001612694,1936,649,34
001612696,1936,604,6
001612756,1938,438,9
001612757,1948,139,3
001612765,1946,74,7
001612767,1938,577,1
001612768,1924,294,1
001612775,1943,621,9
001612782,1938,149,1
001612785,1938,142,7
001612791,1938,477,9
001612792,1938,477,4
001612793,1938,467,9
001612799,1915,5,44
001612803,1947,620,3
001612804,1902,135,33
001612806,1938,482,5
001612833,1946,189,7
001612834,1935,349,7
001612835,1935,534,9
001612836,1935,553,7
001612855,1935,622,4
001612856,1935,643,5
001612870,1939,499,7
001612871,1939,401,9
001612876,1946,623,2
001612877,1951,187,5
001612880,1945,572,1
001612881,1945,575,7
001612895,1952,99,5
001612897,1903,283,2
001612898,1948,231,8
001613101,1946,557,7
001613102,1948,109,7
001613107,1938,489,1
001614012,1944,625,4
001614044,1939,390,9
001614045,1939,394,7
001614046,1939,296,1
001614047,1943,638,9
001614048,1938,318,7
001614049,1938,441,7
001614050,1938,11,1
001614051,1938,72,7
001614084,1936,639,7
001614085,1936,615,7
001614096,1939,299,7
001614307,1924,277,1
001614313,1945,7,9
001614360,1943,593,9
001614362,1936,192,7
001614363,1936,277,7
001614371,1936,116,1
001614430,1936,65,7
001614433,1936,137,7
001614434,1936,111,5
001614566,1936,544,7
001614567,1936,174,7
001614623,1936,573,9
001614624,1936,569,7
001614629,1929,382,9
001615275,1942,484,9
001615280,1949,138,3
001615465,1949,547,11
001615466,1949,660,5
001615467,1943,416,9
001615519,1945,43,5
001615520,1945,82,4
001615522,1936,277,7
001615523,1938,279,7
001615524,1936,279,1
001615526,1936,439,7
001615527,1936,355,9
001615528,1936,355,9
001615531,1919,341,1
001615601,1919,347,1
001615602,1933,614,7
001615603,1928,552,9
001615689,1945,586,5
001615706,1950,135,2
001615784,1950,298,2
001615785,1951,349,3
001615792,1950,42,7
001615793,1950,324,2
001615842,1942,56,9
001615843,1942,97,9
001615844,1942,93,9
001615845,1942,188,9
001615847,1943,588,14
001615895,1941,243,11
001615896,1941,182,9
001615897,1941,167,12
001615898,1941,115,9
001615899,1941,104,7
001615900,1941,100,9
001615902,1941,87,9
001616308,1948,23,4
001616687,1945,536,10
001616725,1950,182,2
001616730,1946,48,7
001616732,1946,449,7
001616927,1946,31,7
001616928,1939,496,7
001616929,1939,485,4
001617419,1948,370,7
001617421,1901,115,2
001617422,1935,109,3
001617423,1951,26,3
001617424,1951,32,4
001618097,1929,4,9
001618822,1945,507,4
001618823,1945,512,2
001618824,1945,512,2
001618825,1945,498,6
001618826,1945,506,7
001618827,1945,505,4
001618828,1945,501,4
001618829,1945,490,2
001618830,1945,490,2
001618831,1945,496,2
001618832,1945,490,4
001618833,1945,501,2
001618834,1945,484,2
001618835,1945,488,1
001618836,1945,485,7
001618837,1945,460,3
001618838,1945,452,4
001618839,1945,448,2
001618840,1945,448,2
001618841,1945,445,2
001618842,1945,443,2
001618843,1945,439,3
001618844,1945,437,2
001618845,1945,413,2
001618846,1945,434,2
001618847,1945,424,2
001618848,1945,417,2
001618849,1945,410,7
001618850,1945,402,2
001618851,1945,402,2
001618852,1945,401,7
001618853,1945,400,4
001618854,1945,391,4
001618855,1945,387,4
001618856,1945,383,2
001618857,1945,383,2
001618858,1945,380,2
001618859,1945,380,2
001618860,1945,378,2
001618861,1945,376,2
001618867,1945,635,2
001618868,1945,623,10
001618869,1945,622,2
001618870,1945,624,6
001618871,1945,625,2
001618872,1945,615,2
001618873,1945,612,6
001618874,1945,359,4
001618875,1945,376,4
001618876,1945,378,4
001618877,1945,380,4
001618878,1945,389,4
001618879,1945,393,4
001618880,1945,396,2
001618881,1945,398,4
001618882,1945,656,7
001618883,1945,633,2
001618884,1945,643,7
001618885,1945,3,NaN
001618886,1945,3,2
001618887,1945,3,2
001618888,1945,2,2
001618889,1945,2,2
001618890,1945,639,7
001618891,1945,638,2
001618892,1945,635,2
001618893,1945,633,2
001618894,1937,633,2
001618895,1945,631,2
001618896,1945,629,2
001618897,1945,629,2
001618898,1945,623,12
001618899,1945,613,2
001618900,1945,622,2
001618901,1945,618,2
001618902,1945,613,2
001618903,1945,612,6
001618904,1945,611,12
001618905,1945,611,11
001618906,1945,611,1
001618907,1945,610,2
001618908,1945,604,2
001618925,1945,541,7
001618926,1945,569,2
001618927,1945,567,4
001618928,1945,587,2
001618929,1945,607,7
001618930,1945,651,2
001618931,1945,411,4
001618932,1945,413,4
001618933,1945,417,4
001618934,1945,374,4
001618935,1945,422,2
001618936,1945,441,4
001618937,1945,454,4
001618938,1945,461,2
001618939,1945,503,4
001618940,1945,44,4
001618941,1945,416,7
001618942,1945,611,4
001618943,1945,499,2
001618944,1945,496,2
001618945,1945,498,2
001618946,1945,498,5
001618947,1945,511,7
001618948,1945,512,2
001618949,1945,512,2
001618950,1945,518,2
001618951,1945,525,2
001618952,1945,492,2
001618953,1945,415,4
001618954,1945,426,4
001618955,1945,411,2
001618956,1945,404,2
001618957,1945,402,4
001618958,1945,638,2
001618959,1945,606,4
001618960,1945,605,7
001618961,1943,604,2
001618962,1945,593,4
001618963,1945,480,2
001618964,1945,565,2
001618980,1945,445,2
001618981,1945,598,10
001618982,1945,597,6
001618983,1945,595,2
001618984,1945,597,2
001618985,1945,587,2
001618986,1945,595,2
001618987,1945,589,2
001618988,1945,587,2
001618989,1945,582,2
001618990,1945,580,2
001618991,1945,582,2
001618992,1945,578,2
001618993,1945,575,2
001618994,1945,574,2
001618995,1945,569,2
001618996,1945,563,4
001618997,1945,561,2
001618998,1945,558,2
001618999,1945,558,2
001619000,1945,558,2
001619001,1945,556,2
001619002,1945,554,6
001619003,1945,55,2
001619004,1945,547,5
001619005,1945,552,4
001619006,1945,550,4
001619007,1945,547,7
001619008,1945,546,2
001619009,1945,544,2
001619010,1945,543,8
001619011,1945,542,2
001619012,1945,542,2
001619013,1945,538,2
001619014,1945,533,4
001619015,1945,531,4
001619016,1945,533,2
001619017,1945,529,2
001619018,1945,525,2
001619019,1945,518,2
001619020,1945,522,2
001619021,1945,372,4
001619022,1945,372,2
001619023,1945,370,2
001619024,1945,365,4
001619025,1945,365,2
001619026,1945,363,4
001619027,1945,363,2
001619028,1945,361,2
001619029,1945,361,2
001619030,1945,357,2
001619031,1945,359,2
001619032,1945,359,2
001619033,1945,354,4
001619034,1945,350,2
001619035,1945,346,4
001619036,1945,323,7
001619037,1945,322,2
001619038,1945,322,2
001619039,1945,322,2
001619040,1945,319,2
001619041,1945,319,2
001619042,1943,317,4
001619043,1945,317,2
001619044,1945,317,2
001619045,1945,316,5
001619046,1945,315,4
001619047,1945,315,2
001619048,1945,352,4
001619049,1945,439,4
001619050,1945,528,7
001619051,1945,484,4
001619052,1945,458,4
001619053,1945,458,4
001619054,1945,649,2
001619055,1945,636,10
001619056,1945,627,4
001619057,1945,543,7
001619058,1945,467,4
001619059,1945,558,2
001619082,1945,142,7
001619087,1945,556,2
001619088,1945,55,4
001619089,1945,346,4
001619090,1945,348,4
001619091,1945,6,2
001619092,1945,655,2
001619093,1945,638,2
001619094,1945,600,2
001619095,1945,599,6
001619096,1945,318,7
001619576,1947,139,6
001619657,1952,339,3
001619658,1952,191,2
001619659,1952,178,4
001619660,1952,158,2
001619661,1944,155,4
001619662,1952,85,4
001619663,1952,18,4
001619664,1952,74,4
001619665,1952,116,3
001619666,1952,120,3
001619667,1952,137,4
001619668,1944,192,4
001619669,1952,249,3
001619670,1952,296,2
001619678,1943,101,5
001619697,1952,14,4
001619698,1952,320,2
001619699,1952,28,4
001619705,1944,404,4
001619709,1946,70,7
001619713,1933,443,7
001619714,1938,457,3
001619727,1909,71,1
001619728,1909,110,2
001619731,1936,375,7
001619732,1936,484,9
001619772,1953,22,2
001619773,1953,34,3
001619774,1953,36,4
001619775,1953,80,2
001619795,1943,615,5
001619796,1941,367,7
001619797,1941,281,10
001619798,1941,246,10
001619799,1941,224,9
001619800,1941,200,9
001619801,1941,111,9
001619802,1941,559,9
001619803,1941,536,9
001619804,1933,505,11
001619805,1941,501,7
001619806,1941,497,9
001619807,1943,617,9
001619808,1943,628,5
001619809,1944,6,6
001619810,1944,102,9
001619811,1934,317,7
001619812,1941,384,7
001620300,1941,130,2
001620301,1941,130,1
001620302,1941,131,2
001620303,1941,180,9
001621717,1936,606,2
001621719,1902,225,2
001621720,1915,58,4
001621725,1939,274,5
001621726,1903,173,6
001621727,1939,23,3
001621728,1935,585,9
001621729,1935,470,17
001621730,1945,112,9
001621731,1945,116,1
001621732,1945,125,9
001621733,1945,155,13
001621734,1941,480,9
001621736,1943,450,9
001621737,1943,588,9
001621804,1936,39,7
001621966,1940,239,7
001622071,1940,207,9
001623475,1938,606,8
001623477,1941,174,9
001623482,1947,39,9
001623496,1919,29,2
001623498,1951,189,5
001623499,1919,281,2
001623615,1949,324,3
001623616,1949,552,7
001623622,1947,143,9
001623626,1950,222,2
001623641,1941,256,1
001623645,1947,207,7
001623646,1902,238,1
001623652,1944,68,3
001623653,1947,616,4
001623654,1947,614,4
001623655,1947,603,6
001623656,1947,564,5
001624114,1947,651,4
001624115,1947,218,3
001624116,1947,254,3
001624117,1947,282,7
001624118,1947,551,7
001624121,1950,340,4
001624122,1938,83,9
001624123,1902,32,2
001624124,1945,167,1
001624125,1945,228,7
001624126,1945,232,6
001624146,1935,442,7
001624326,1950,433,4
001624337,1938,191,1
001624339,1939,440,9
001624340,1948,493,1
001624342,1936,126,7
001624344,1919,259,1
001626683,1936,449,1
001626684,1936,367,1
001626690,1938,298,1
001626698,1935,636,17
001626701,1939,581,9
001626703,1943,297,7
001626704,1944,523,10
001626721,1948,599,5
001626722,1935,639,10
001626723,1942,203,9
001626727,1947,296,5
001626728,1902,173,1
001626729,1947,394,5
001626731,1947,458,5
001626732,1947,526,7
001626735,1938,144,7
001626736,1941,211,11
001627093,1901,188,2
001627094,1946,65,9
001627095,1938,481,1
001627096,1939,211,10
001627097,1938,174,9
001627101,1939,441,2
001627102,1939,645,1
001627104,1917,191,1
001627187,1919,12,1
001627188,1938,103,7
001627189,1938,94,9
001627190,1945,294,10
001627191,1945,281,9
001627193,1947,466,10
001627202,1935,658,15
001627203,1945,271,7
001627204,1939,218,7
001627260,1926,162,1
001627261,1943,23,5
001627301,1946,159,7
001627303,1944,596,3
001627304,1944,593,7
001627305,1944,644,9
001627314,1945,584,2
001627359,1945,641,5
001627361,1945,598,10
001627384,1934,201,7
001627385,1934,196,9
001627503,1946,313,7
001627504,1943,74,9
001627505,1943,198,9
001627506,1943,204,7
001628129,1943,215,7
001628130,1943,318,5
001628131,1943,339,7
001628132,1943,343,5
001628133,1943,345,3
001628134,1943,350,5
001628135,1943,363,9
001628136,1943,363,7
001628137,1943,367,7
001628138,1943,367,9
001628139,1943,368,2
001628140,1943,373,7
001628141,1943,386,7
001628142,1943,404,7
001628143,1902,132,2
001628144,1945,110,9
001628145,1945,180,2
001628146,1945,186,5
001628147,1945,190,9
001628148,1945,201,5
001628149,1945,231,2
001628151,1943,498,9
001628152,1941,549,1
001628153,1941,644,12
001628154,1941,44,9
001628155,1944,627,9
001628156,1944,625,6
001628157,1944,63,186
001628158,1944,620,9
001628159,1944,615,9
001628160,1944,612,7
001628161,1947,639,1
001628162,1945,555,7
001628163,1945,330,7
001628164,1945,241,7
001628166,1938,304,7
001628316,1938,196,5
001628317,1938,263,7
001628326,1936,171,2
001628328,1936,64,3
001628661,1941,297,9
001628669,1940,443,8
001628671,1936,439,7
001628749,1944,600,4
001628752,1928,110,9
001628757,1941,126,9
001628758,1938,421,7
001628770,1948,472,7
001628771,1948,476,7
001628776,1938,495,5
001628779,1934,302,7
001628780,1934,412,7
001628781,1943,209,7
001628782,1937,263,10
001628786,1950,606,3
001628788,1948,249,4
001628789,1938,511,2
001628790,1948,154,7
001628793,1943,181,7
001628795,1946,63,4
001628807,1944,647,5
001628823,1938,122,9
001628824,1938,224,9
001628825,1943,614,9
001628826,1951,228,4
001628837,1939,379,9
001628879,1948,40,7
001628882,1947,436,7
001628885,1944,515,9
001628886,1943,155,9
001628889,1947,194,3
001628890,1947,394,7
001628891,1902,266,3
001628895,1952,126,3
001628902,1945,310,7
001629006,1943,488,3
001629007,1943,486,4
001629008,1943,453,7
001629009,1943,452,2
001629010,1943,493,1
001629011,1943,539,7
001629012,1943,598,3
001629013,1943,526,7
001629014,1943,578,7
001629017,1936,154,7
001629018,1936,122,5
001629031,1938,417,7
001629076,1936,118,2
001629077,1936,555,5
001629078,1936,172,7
001629079,1936,165,5
001629080,1936,610,7
001629081,1936,588,2
001629082,1936,587,3
001629083,1936,157,2
001629084,1936,637,2
001629085,1936,634,5
001629097,1943,620,2
001629098,1936,163,5
001629099,1936,652,5
001629100,1936,628,5
001629101,1936,560,7
001629102,1943,616,3
001629103,1943,600,3
001629105,1943,569,5
001629106,1943,453,7
001629107,1943,562,7
001629108,1935,550,1
001629110,1936,347,7
001629111,1936,343,2
001629112,1936,261,5
001629113,1936,220,7
001629114,1936,544,5
001629115,1936,538,4
001629116,1936,530,2
001629117,1936,459,2
001629118,1936,446,3
001629119,1936,374,2
001629120,1936,349,7
001629130,1940,177,9
001629189,1936,65,3
001629190,1938,549,9
001629207,1946,477,7
001629242,1951,58,3
001629243,1940,105,9
001629251,1947,150,7
001629288,1951,349,3
001629295,1947,303,4
001629299,1944,221,10
001629321,1942,301,9
001629322,1942,119,9
001629323,1942,86,9
001629324,1942,65,9
001629325,1942,75,1
001629326,1942,78,9
001629327,1942,75,9
001629329,1942,331,9
001629332,1946,288,7
001629333,1935,656,7
001629352,1946,288,7
001629357,1939,318,9
001629358,1901,194,2
001629359,1946,508,9
001629360,1946,126,5
001629361,1946,40,6
001629362,1901,16,2
001629363,1939,509,9
001629364,1939,623,9
001629365,1901,13,2
001629366,1946,8,7
001629369,1903,68,3
001629371,1946,154,9
001629398,1947,549,7
001629399,1947,502,7
001629400,1947,492,4
001629401,1947,417,7
001629402,1947,632,5
001629533,1936,313,7
001629591,1940,646,9
001629600,1947,316,4
001629601,1947,573,7
001629602,1937,123,1
001629605,1945,281,9
001629606,1945,264,2
001629607,1945,253,4
001629608,1945,81,11
001629609,1945,79,7
001629610,1943,266,6
001629657,1948,534,9
001629706,1945,534,9
001629707,1948,35,9
001629708,1939,243,7
001629724,1943,150,9
001629725,1945,112,9
001629728,1943,48,9
001629729,1943,120,11
001629730,1943,129,9
001629731,1943,131,9
001629732,1943,155,9
001629752,1938,346,7
001629753,1918,211,1
001629758,1918,182,3
001629759,1918,26,1
001629778,1933,64,7
001629841,1941,318,9
001629974,1941,143,9
001629975,1941,547,9
001629994,1947,14,4
001630017,1947,218,3
001630018,1924,152,7
001630058,1947,558,7
001630068,1928,226,10
001630093,1943,640,9
001630095,1941,615,10
001630103,1944,195,7
001630104,1944,35,9
001630113,1924,54,1
001630114,1924,149,NaN
001630115,1924,110,1
001630116,1924,10,5
001630129,1950,49,7
001630130,1947,466,9
001630131,1947,535,7
001630133,1947,524,7
001630134,1936,215,1
001630161,1939,516,1
001630164,1939,325,2
001630186,1946,258,3
001630196,1936,281,1
001630198,1943,135,7
001630204,1942,603,5
001630205,1942,619,1
001630206,1942,620,1
001630207,1942,618,5
001630209,1942,599,5
001630210,1935,144,7
001630211,1943,12,3
001630228,1927,301,5
001630230,1935,260,2
001630231,1935,249,2
001630232,1935,249,5
001630233,1935,251,1
001630242,1945,260,2
001630243,1945,265,2
001630244,1945,269,2
001630245,1945,299,5
001630246,1945,231,2
001630247,1945,232,9
001630248,1945,236,2
001630249,1945,239,5
001630250,1945,242,4
001630251,1945,245,1
001630252,1945,245,7
001630253,1947,248,5
001630254,1929,328,8
001630255,1945,268,2
001630256,1938,131,2
001630257,1936,586,5
001630258,1936,560,9
001630275,1938,133,7
001630309,1935,636,17
001630339,1928,563,6
001630368,1939,9,2
001630369,1941,154,4
001630371,1936,32,7
001630376,1901,52,2
001630387,1936,573,9
001630396,1901,156,3
001630407,1918,194,1
001630410,1902,104,4
001630411,1947,204,10
001630412,1946,624,4
001630417,1945,205,7
001630418,1945,220,7
001630424,1945,126,2
001630425,1943,416,12
001630433,1935,605,9
001630435,1943,152,6
001630436,1943,290,2
001630437,1946,131,5
001630439,1938,218,1
001630446,1891,263,1
001630457,1938,646,7
001630458,1938,573,5
001630459,1938,589,2
001630503,1943,509,12
001630505,1947,517,2
001630528,1926,69,3
001630542,1936,540,1
001630563,1946,460,4
001630585,1927,80,3
001630586,1927,102,5
001630587,1927,299,2
001630591,1926,275,2
001630604,1926,101,1
001630605,1926,267,3
001630635,1946,508,3
001630695,1945,289,4
001630696,1934,347,7
001630717,1944,574,5
001630723,1948,649,7
001630724,1901,47,2
001630725,1946,31,7
001630726,1939,529,7
001630732,1943,341,9
001630733,1943,324,9
001630735,1918,73,1
001630736,1918,353,83
001630737,1918,353,105
001630743,1936,331,18
001630757,1935,603,7
001630759,1938,109,9
001630760,1943,514,5
001630761,1947,316,3
001630772,1937,614,2
001630773,1937,615,9
001630796,1941,200,9
001630817,1935,530,7
001630820,1951,208,4
001630835,1947,246,7
001630836,1947,226,5
001630838,1945,32,11
001630840,1936,345,7
001630841,1943,608,1
001630842,1945,19,7
001630848,1945,75,9
001630849,1945,133,9
001630850,1949,72,10
001630851,1945,95,4
001630852,1936,521,2
001630856,1945,510,5
001630862,1936,407,7
001630870,1941,644,12
001630878,1937,226,9
001630894,1919,243,1
001630897,1943,468,9
001630898,1941,602,9
001630902,1935,547,10
001630904,1947,253,9
001630905,1947,639,7
001630906,1944,519,9
001630911,1946,265,7
001630940,1943,518,9
001630945,1938,211,9
001630973,1939,357,9
001630975,1943,257,9
001630976,1943,514,6
001630980,1938,261,9
001630982,1936,76,7
001630984,1936,205,9
001630985,1936,205,7
001630991,1947,113,7
001631010,1919,41,1
001631011,1936,288,7
001631015,1936,531,7
001631017,1938,6,1
001631018,1938,18,1
001631019,1938,19,4
001631020,1938,96,2
001631021,1938,116,7
001631022,1938,299,9
001631025,1938,593,1
001631032,1939,570,1
001631033,1939,533,9
001631034,1939,455,1
001631035,1939,501,1
001631090,1943,570,3
001631095,1946,107,4
001631103,1933,308,9
001631105,1944,484,9
001631107,1946,543,9
001631114,1944,391,9
001631119,1938,203,3
001631120,1947,434,7
001631122,1901,144,2
001631123,1935,547,10
001631125,1936,40,1
001631126,1936,53,1
001631127,1936,61,2
001631128,1936,61,5
001631129,1935,611,3
001631132,1939,605,9
001631133,1935,636,9
001631134,1919,18,2
001631135,1945,142,9
001631137,1902,104,3
001631138,1938,105,7
001631139,1938,346,7
001631140,1938,212,2
001631143,1936,66,1
001631144,1936,113,2
001631146,1935,13,2
001631147,1935,614,3
001631148,1935,647,12
001631152,1938,94,9
001631153,1938,120,10
001631154,1938,120,15
001631155,1938,120,15
001631160,1947,372,7
001631161,1947,357,7
001631162,1935,352,1
001631167,1939,628,9
001631168,1948,224,9
001631172,1935,156,9
001631173,1943,343,9
001631192,1944,243,9
001631193,1944,285,9
001631194,1938,166,7
001631195,1938,135,7
001631199,1947,332,9
001631202,1947,462,7
001631203,1902,140,3
001631204,1947,315,9
001631219,1939,382,2
001631220,1939,420,10
001631221,1939,459,9
001631222,1939,447,3
001631224,1935,355,7
001631225,1935,457,7
001631226,1947,92,4
001631227,1947,27,4
001631228,1945,79,9
001631229,1945,75,9
001631230,1945,75,9
001631231,1945,145,4
001631232,1945,75,9
001631233,1945,74,3
001631234,1945,335,2
001631248,1945,372,4
001631250,1934,139,7
001631251,1934,134,9
001631252,1934,53,7
001631253,1949,478,7
001631254,1937,641,17
001631255,1937,202,19
001631256,1937,176,10
001631257,1937,170,7
001631258,1937,114,9
001631298,1942,342,9
001631299,1942,546,7
001631300,1942,569,5
001631301,1942,556,5
001631302,1942,646,6
001631303,1939,557,9
001631304,1948,191,7
001631312,1942,82,9
001631318,1942,41,9
001631319,1942,482,9
001631327,1901,72,2
001631336,1903,9,2
001631337,1948,215,4
001631338,1903,34,3
001631348,1929,290,7
001631408,1947,167,7
001631410,1937,479,9
001631415,1944,48,9
001631417,1947,335,7
001631418,1938,556,9
001631429,1927,225,7
001631461,1924,289,4
001631525,1924,239,3
001631526,1947,410,7
001631527,1947,610,5
001631528,1947,610,7
001631529,1947,612,5
001631530,1947,612,5
001631531,1947,614,5
001631532,1902,277,2
001631533,1902,277,2
001631534,1947,645,4
001631535,1947,633,5
001631536,1947,637,4
001631537,1947,639,3
001631538,1947,641,2
001631539,1947,620,5
001631540,1947,628,5
001631541,1947,630,5
001631542,1947,616,5
001631543,1947,553,7
001631544,1947,579,4
001631545,1902,264,2
001631546,1902,38,3
001631547,1945,237,3
001631551,1947,595,3
001631552,1947,601,4
001631553,1947,603,5
001631554,1947,603,7
001631555,1902,272,2
001631556,1947,607,1
001631557,1947,607,2
001631558,1947,607,7
001631559,1947,607,7
001631560,1947,607,195
001631561,1947,608,2
001631562,1902,274,2
001631572,1941,322,9
001631574,1938,516,9
001631575,1938,497,7
001631576,1938,529,9
001631579,1947,242,4
001631580,1936,645,7
001631590,1939,338,9
001631592,1946,586,3
001631595,1947,109,7
001631608,1936,345,7
001631609,1936,231,9
001631610,1936,331,9
001631623,1939,60,9
001631627,1946,118,5
001631630,1945,548,5
001631634,1933,469,7
001631635,1928,228,6
001631636,1928,309,9
001631637,1918,53,5
001631638,1909,181,2
001631657,1945,368,9
001631669,1945,392,7
001631680,1950,261,2
001631682,1950,261,2
001631702,1950,248,2
001631703,1950,248,2
001631710,1941,390,9
001631711,1941,59,9
001631712,1941,113,9
001631713,1941,163,9
001631732,1944,363,9
001631733,1944,561,4
001631734,1944,348,7
001631735,1944,121,10
001631736,1944,98,5
001631737,1944,150,5
001631738,1944,132,9
001631739,1944,460,9
001631748,1938,55,9
001631749,1938,288,7
001631750,1938,284,7
001631769,1936,37,9
001631770,1938,58,4
001631772,1947,464,7
001631773,1947,430,7
